,desc,mana,name,price,rarity,type,url
108," Wishclaw Talisman enters the battlefield with three wish counters on it. {1}, {T}, Remove a wish counter from Wishclaw Talisman: Search your library for a card, put it into your hand, then shuffle your library. An opponent gains control of Wishclaw Talisman. Activate this ability only during your turn. ","['1', 'B']",           Wishclaw Talisman              ,$0.95,Rare,Artifact,./Paginas/PaginasHeuristica/scryfall.com556.html
109,"Destroy target permanent an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield, then shuffle their library.
Destroy target permanent an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield, then shuffle their library.",b g,Assassin's Trophy (Promo Pack),$21.99,Promo,Instant,./Paginas/PaginasHeuristica/www.starcitygames.com554.html
110,": Add either  or  to your mana pool.
Counts as both swamp and forest and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Bayou ,$432.79,Rare,Land - Swamp Forest,./Paginas/PaginasHeuristica/abugames.com686.html
111,"Temple of Silence enters the battlefield tapped.When Temple of Silence enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)Tap: Add White or Black to your mana pool.", ,Temple of Silence,$0.12,,Land,./Paginas/PaginasHeuristica/www.mtgotraders.com707.html
112,"+1: Put a +1/+1 counter on each of up to two target creatures.
+1: Put a +1/+1 counter on each of up to two target creatures.",2 w w,"Ajani, Adversary of Tyrants (Core Set 2019 Prerelease)",$14.99,Promo,Legendary Planeswalker - Ajani,./Paginas/PaginasHeuristica/www.starcitygames.com807.html
113," When Happily Ever After enters the battlefield, each player gains 5 life and draws a card. At the beginning of your upkeep, if there are five colors among permanents you control, there are six or more card types among permanents you control and/or cards in your graveyard, and your life total is greater than or equal to your starting life total, you win the game. ","['2', 'W']",           Happily Ever After              ,$0.12,Rare,Enchantment,./Paginas/PaginasHeuristica/scryfall.com805.html
114, Destroys any one land., ,Sinkhole - Beta Magic the Gathering Single,$51.45, Common, Sorcery,./Paginas/PaginasHeuristica/www.wizardscupboard.com396.html
115,"Whenever a nontoken creature comes into play, if Genesis Chamber is untapped, that creature's controller puts a 1/1 Myr artifact creature token into play.",2 Mana,Genesis Chamber,$0.43,,Artifact,./Paginas/PaginasHeuristica/www.mtgotraders.com357.html
116,"Sacrifice a creature: Scry 1. (To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.) 
 Pro Tip!

A staple in creature combo decks, Viscera Seer allows you to get extra value out of sacrificing your creatures. Pair with cards like Blood Artist and wittle away your opponent's life total without attacking.",b,2011 Core Set: Viscera Seer,$2.49,C,Creature - Vampire Wizard,./Paginas/PaginasHeuristica/www.cardkingdom.com519.html
117,"As long as you control another multicolored permanent, Bant Sureblade gets +1/+1 and has first strike.",Green or BlueWhite,Bant Sureblade *Foil*,$0.26,,Creature - Human Soldier,./Paginas/PaginasHeuristica/www.mtgotraders.com642.html
118,"Flying
Flying",1 b b,Bloodthirsty Aerialist,$0.25,Uncommon,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com942.html
119,"Flying
An opponent damaged by Specter must discard a card at random from his or her hand. Ignore this effect if opponent has no cards left in hand.
""...There was no trace/ Of aught on that illumined face...""
—Samuel Coleridge, ""Phantom""","['1', 'b', 'b']", Hypnotic Specter ,"$1,624.99",Uncommon,Creature - Specter,./Paginas/PaginasHeuristica/abugames.com239.html
120," When Eternal Witness comes into play, return target card from your graveyard to your hand.", ,Eternal Witness - Fifth Dawn Magic the Gathering Single,$5.90, Uncommon, Creature - Human Shaman,./Paginas/PaginasHeuristica/www.wizardscupboard.com683.html
121, {T}: Add {1} to your mana pool. {T}: Add {U} or {B} to your mana pool. Talisman of Dominance deals 1 damage to you., ,Talisman of Dominance - Mirrodin Magic the Gathering Single,$1.95, Uncommon, Artifact,./Paginas/PaginasHeuristica/www.wizardscupboard.com729.html
122,"Unless a player has Book Burning deal 6 damage to him or her, put the top six cards of target player's library into his or her graveyard.",1 ManaRed Mana,Book Burning *Foil*,$0.02,,Sorcery,./Paginas/PaginasHeuristica/www.mtgotraders.com212.html
123,"ocT: Add either oR or oB to your mana pool.
Counts as both mountains and swamp and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Badlands (WB) ,$379.45,Rare,Land - Swamp Mountain,./Paginas/PaginasHeuristica/abugames.com669.html
124,"When Boneclad Necromancer enters the battlefield, you may exile target creature card from a graveyard. If you do, create a 2/2 black Zombie creature token.",3bb,Core Set 2020 Foil: Boneclad Necromancer,$0.25,C,Creature - Human Wizard,./Paginas/PaginasHeuristica/www.cardkingdom.com149.html
125,": Instead of drawing a card from the top of your library, draw X cards but choose only one to put in your hand. You must shuffle the leftover cards and put them at the bottom of your library.
--This card has no flavor text --",['10'], Aladdin's Lamp ,$15.99,Rare,Artifact,./Paginas/PaginasHeuristica/abugames.com393.html
126, {W/B}{W/B}: Resolute Rider gains lifelink until end of turn. {W/B}{W/B}{W/B}: Resolute Rider gains indestructible until end of turn. (Damage and effects that say “destroy” don’t destroy it.)   “Respect the wilds? Certainly. Fear them? No.” ,"['W/B', 'W/B', 'W/B', 'W/B']",           Resolute Rider              ,$0.10,Uncommon,Creature—HumanKnight,./Paginas/PaginasHeuristica/scryfall.com413.html
127,"Flying
Flying",2 u,Arctic Aven,$0.25,Uncommon,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com411.html
128,": Add either  or  to your mana pool.
Counts as both islands and plains and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Tundra ,$473.75,Rare,Land - Plains Island,./Paginas/PaginasHeuristica/abugames.com844.html
129,3RGW T: Look at the top five cards of your library. You may put a creature card with power 5 or greater from among them onto the battlefield. Put the rest on the bottom of your library in any order.,RGW,Oversized - Mayael the Anima,$0.01/$0.01,M,Legendary Creature - Elf Shaman,./Paginas/PaginasHeuristica/www.capefeargames.com171.html
130," Rats you control have menace. {1}{B}, {T}: Create a 1/1 black Rat creature token. {2}{B}{B}, {T}, Sacrifice three Rats: Gain control of target creature. ","['1', 'B']",           Piper of the Swarm              ,$0.24,Rare,Creature—HumanWarlock,./Paginas/PaginasHeuristica/scryfall.com297.html
131,"W, Tap: Tap target creature.
W, Tap: Tap target creature.",1 w,Blinding Mage,$0.15,Common,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com295.html
132,T: Add three mana of any one color.,5,Gilded Lotus - Foil,$6.95,R,Artifact,./Paginas/PaginasHeuristica/www.capefeargames.com521.html
133,"Any creature in either player's graveyard comes into play on your side with -1 to its original power. If this enchantment is removed, or at end of game, target creature is returned to its owner's graveyard. Target creature may be killed as normal.
--This card has no flavor text --","['1', 'b']", Animate Dead ,$747.49,Uncommon,Enchantment - Aura,./Paginas/PaginasHeuristica/abugames.com147.html
134,"Return all creatures to their owners' hands.
""Once I supply the breeze, you'll see your warriors for the smoke they truly are.""
—Alexi, zephyr mage","['3', 'u', 'u']", Evacuation - FOIL ,$28.35,Rare,Instant,./Paginas/PaginasHeuristica/abugames.com43.html
135,Whenever a player plays a spell that player discards a card.,1BB,Oppression - Foil,,R,Enchantment,./Paginas/PaginasHeuristica/www.capefeargames.com872.html
136,Return up to three target artifacts and/or creatures to their owners' hands.You may cast a card with converted mana cost 4 or less from your hand without paying its mana cost.,3BlueBlue,Baral's Expertise,$0.01,,Sorcery,./Paginas/PaginasHeuristica/www.mtgotraders.com496.html
137,"Whenever you discard a card, exile that card from your graveyard.2, Tap: Draw a card, then discard a card.4, Tap, Sacrifice Bag of Holding: Return all cards exiled with Bag of Holding to their owner's hand.",1,Bag of Holding,$0.02,,Artifact,./Paginas/PaginasHeuristica/www.mtgotraders.com40.html
138,"As Canker Abomination comes into play, choose an opponent. Canker Abomination comes into play with a -1/-1 counter on it for each creature that player controls.
Once the hideous disease takes hold, it spreads through both bark and mind.","['2', 'bg', 'bg']", Canker Abomination ,$2.19,Uncommon,Creature - Treefolk Horror,./Paginas/PaginasHeuristica/abugames.com517.html
139, Creatures you control have haste. (They may attack and {T} the turn they come under your control.) Sacrifice Fires of Yavimaya: Target creature gets +2/+2 until end of turn., ,Fires of Yavimaya - Invasion Magic the Gathering Single,$0.25, Uncommon, Enchantment,./Paginas/PaginasHeuristica/www.wizardscupboard.com39.html
140,"Temple of Silence enters the battlefield tapped.
When Temple of Silence enters the battlefield, scry 1.
: Add  or . 
 Pro Tip!

Originally printed in Theros block, the ""scry lands"" gave Standard players some additional insight at a time when ""scry"" was a rarer ability. These lands will reward you if you don't mind playing your spells slightly off-curve.",,Core Set 2020: Temple of Silence,$2.99,R,Land,./Paginas/PaginasHeuristica/www.cardkingdom.com237.html
141, You may search your library for one card and take it into your hand. Reshuffle your library afterwards., ,Demonic Tutor - Beta Magic the Gathering Single,$124.95, Uncommon, Sorcery,./Paginas/PaginasHeuristica/www.wizardscupboard.com457.html
142,"As long as you control another multicolored permanent, Bant Sureblade gets +1/+1 and has first strike.",Green or BlueWhite,Bant Sureblade,$0.01,,Creature - Human Soldier,./Paginas/PaginasHeuristica/www.mtgotraders.com479.html
143,Creatures with power 3 or greater don't untap during their controllers' untap steps.,1,Meekstone - Foil,$63.71,R,Artifact,./Paginas/PaginasHeuristica/www.capefeargames.com937.html
144,(Phyrexian Blue can be paid with either Blue or 2 life.)Look at target player's hand.Draw a card.,Phyrexian Blue,Gitaxian Probe,$0.03,,Sorcery,./Paginas/PaginasHeuristica/www.mtgotraders.com183.html
145,", : Put one charge counter on Blue Mana Battery.
: Add  to your mana pool and remove as many charge counters as you wish. For each charge counter removed from Blue Mana Battery, add  to your mana pool. Play this ability as an interrupt.
--This card has no flavor text --",['4'], Blue Mana Battery ,$2.35,Rare,Artifact,./Paginas/PaginasHeuristica/abugames.com452.html
146, {1}: Gain 1 life when a creature is put into the graveyard from play. Use this effect only once each time a creature is put into the graveyard., ,Soul Net - Foreign BB Magic the Gathering Single,$1.50, Uncommon, Artifact,./Paginas/PaginasHeuristica/www.wizardscupboard.com512.html
147,"Whenever another creature enters the battlefield, you gain 1 life.",w,Modern Masters 2017 Foil: Soul Warden,$0.49,C,Creature - Human Cleric,./Paginas/PaginasHeuristica/www.cardkingdom.com688.html
148,": Add either  or  to your mana pool.
Counts as both islands and mountains and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Volcanic Island (WB) ,$645.05,Rare,Land - Island Mountain,./Paginas/PaginasHeuristica/abugames.com901.html
149,"FlyingWhen Magister Sphinx comes into play, target player's life total becomes 10.",4 ManaWhite ManaBlue ManaBlack Mana,Magister Sphinx,$0.01,,Artifact Creature - Sphinx,./Paginas/PaginasHeuristica/www.mtgotraders.com880.html
150," {1}{W}, {T}: Tap target creature.   “What size advantage? They never even see me coming.” ",['W'],           Giant Killer              ,$0.21,Rare,Creature—HumanPeasant,./Paginas/PaginasHeuristica/scryfall.com782.html
