,Unnamed: 0,desc,mana,name,price,rarity,type,url
100,100,"+1: Destroy another target planeswalker.+1: Put a 3/3 black Beast creature token with deathtouch onto the battlefield.-3: Destroy target creature. You gain life equal to its toughness.-8: Target opponenet gets an emblem with ""Whenever a creature attacks you it gets +5/+5 and gains trample until end of turn.""",5bg,"Garruk, Apex Predator - Foil",,Mythic,Planeswalker - Garruk,https://www.capefeargames.com/catalog/magic_singles-core_sets-magic_2015/garruk_apex_predator__foil/143973
101,101,+1 Untap two target lands.-1 Put a 3/3 green Beast creature token onto the battlefield.-4 Creatures you control get +3/+3 and gain trample until end of turn.,2gg,Garruk Wildspeaker - Foil,$15.15,Mythic,Planeswalker  Garruk,https://www.capefeargames.com/catalog/magic_singles-core_sets-magic_2010/garruk_wildspeaker__foil/78394
102,102,"Flying
Attacking does not cause Serra Angel to tap.
Born with wings of light and a sword of faith, this heavenly incarnation embodies both fury and purity.",3ww,Serra Angel,$5.55,Uncommon,Creature - Angel,https://abugames.com/magic-the-gathering/singles/product-detail/Serra-Angel/4th-Edition/English/ID%23-sa5504
103,103,Liliana's Elite gets +1/+1 for each creature card in your graveyard.,,Liliana's Elite (Foil) - Eldritch Moon,$0.75, Uncommon,Creature,https://www.wizardscupboard.com/lilianas-elite-p-45549.html
104,104,"Return up to X target artifact and/or non-Aura enchantment cards each with converted mana cost X or less from your graveyard to the battlefield. If X is 6 or more, those permanents are 4/4 creatures in addition to their other types.",xwu,Dance of the Manse,$0.87,Rare,Sorcery,https://scryfall.com/card/eld/186/dance-of-the-manse
105,105,Lava Spike deals 3 damage to target player.,r,Lava Spike,$1.39,,Sorcery - Arcane,https://www.mtgotraders.com/store/CHK_Lava_Spike.html
106,106,"During your upkeep, you must choose one of opponent's non-wall creatures in play. Until your next upkeep, that creature gains the forestwalk ability. If opponent has no creatures, ignore this effect.
--This card has no flavor text --",3g,Erhnam Djinn,$459.99,Rare,Creature - Djinn,https://abugames.com/magic-the-gathering/singles/product-detail/Erhnam-Djinn/Arabian-Nights/English/ID%23-87272
107,107,Destroy all lands.,3w,Armageddon,$4.95,Rare,Sorcery,https://www.capefeargames.com/catalog/magic_singles-core_sets-4th_edition/armageddon/13927
108,108,"Wishclaw Talisman enters the battlefield with three wish counters on it. {1}, {T}, Remove a wish counter from Wishclaw Talisman: Search your library for a card, put it into your hand, then shuffle your library. An opponent gains control of Wishclaw Talisman. Activate this ability only during your turn.",1b,Wishclaw Talisman,$0.95,Rare,Artifact,https://scryfall.com/card/eld/357/wishclaw-talisman
109,109,"Destroy target permanent an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield, then shuffle their library.
Destroy target permanent an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield, then shuffle their library.",bg,Assassin's Trophy (Promo Pack),$21.99,Promo,Instant,http://www.starcitygames.com/catalog/magic_the_gathering/product/1577867
110,110,": Add either  or  to your mana pool.
Counts as both swamp and forest and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Bayou,$432.79,Rare,Land - Swamp Forest,https://abugames.com/magic-the-gathering/singles/product-detail/Bayou/Revised/English/ID%23-93133
111,111,"Temple of Silence enters the battlefield tapped.When Temple of Silence enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)Tap: Add White or Black to your mana pool.", ,Temple of Silence,$0.12,,Land,https://www.mtgotraders.com/store/THS_Temple_of_Silence.html
112,112,"+1: Put a +1/+1 counter on each of up to two target creatures.
+1: Put a +1/+1 counter on each of up to two target creatures.",2ww,"Ajani, Adversary of Tyrants (Core Set 2019 Prerelease)",$14.99,Promo,Legendary Planeswalker - Ajani,http://www.starcitygames.com/catalog/magic_the_gathering/product/1432716
113,113,"When Happily Ever After enters the battlefield, each player gains 5 life and draws a card. At the beginning of your upkeep, if there are five colors among permanents you control, there are six or more card types among permanents you control and/or cards in your graveyard, and your life total is greater than or equal to your starting life total, you win the game.",2w,Happily Ever After,$0.12,Rare,Enchantment,https://scryfall.com/card/peld/16s/happily-ever-after
114,114,Destroys any one land.,,Sinkhole - Beta Magic the Gathering Single,$51.45, Common,Sorcery,https://www.wizardscupboard.com/sinkhole-p-3240.html
115,115,"Whenever a nontoken creature comes into play, if Genesis Chamber is untapped, that creature's controller puts a 1/1 Myr artifact creature token into play.",2,Genesis Chamber,$0.43,,Artifact,https://www.mtgotraders.com/store/DST_Genesis_Chamber.html
116,116,"Sacrifice a creature: Scry 1. (To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.) 
 Pro Tip!

A staple in creature combo decks, Viscera Seer allows you to get extra value out of sacrificing your creatures. Pair with cards like Blood Artist and wittle away your opponent's life total without attacking.",b,2011 Core Set: Viscera Seer,$2.49,Common,Creature - Vampire Wizard,https://www.cardkingdom.com/mtg/2011-core-set/viscera-seer
117,117,"As long as you control another multicolored permanent, Bant Sureblade gets +1/+1 and has first strike.",g/uw,Bant Sureblade *Foil*,$0.26,,Creature - Human Soldier,https://www.mtgotraders.com/store/ARB_Bant_Sureblade_f.html
118,118,"Flying
Flying",1bb,Bloodthirsty Aerialist,$0.25,Uncommon,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/1554671
119,119,"Flying
An opponent damaged by Specter must discard a card at random from his or her hand. Ignore this effect if opponent has no cards left in hand.
""...There was no trace/ Of aught on that illumined face...""
—Samuel Coleridge, ""Phantom""",1bb,Hypnotic Specter,"$1,624.99",Uncommon,Creature - Specter,https://abugames.com/magic-the-gathering/singles/product-detail/Hypnotic-Specter/Alpha/English/ID%23-gb0010434051
120,120,"When Eternal Witness comes into play, return target card from your graveyard to your hand.",,Eternal Witness - Fifth Dawn Magic the Gathering Single,$5.90, Uncommon,Creature - Human Shaman,https://www.wizardscupboard.com/eternal-witness-p-16076.html
121,121,{T}: Add {1} to your mana pool. {T}: Add {U} or {B} to your mana pool. Talisman of Dominance deals 1 damage to you.,,Talisman of Dominance - Mirrodin Magic the Gathering Single,$1.95, Uncommon,Artifact,https://www.wizardscupboard.com/talisman-dominance-p-15274.html
122,122,"Unless a player has Book Burning deal 6 damage to him or her, put the top six cards of target player's library into his or her graveyard.",1r,Book Burning *Foil*,$0.02,,Sorcery,https://www.mtgotraders.com/store/JUD_Book_Burning_f.html
123,123,"ocT: Add either oR or oB to your mana pool.
Counts as both mountains and swamp and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Badlands (WB),$379.45,Rare,Land - Swamp Mountain,https://abugames.com/magic-the-gathering/singles/product-detail/Badlands-%2528WB%2529/Revised/Italian/ID%23-70430
124,124,"When Boneclad Necromancer enters the battlefield, you may exile target creature card from a graveyard. If you do, create a 2/2 black Zombie creature token.",3bb,Core Set 2020 Foil: Boneclad Necromancer,$0.25,Common,Creature - Human Wizard,https://www.cardkingdom.com/mtg/core-set-2020/boneclad-necromancer-foil
125,125,": Instead of drawing a card from the top of your library, draw X cards but choose only one to put in your hand. You must shuffle the leftover cards and put them at the bottom of your library.
--This card has no flavor text --",10,Aladdin's Lamp,$15.99,Rare,Artifact,https://abugames.com/magic-the-gathering/singles/product-detail/Aladdin's-Lamp/Arabian-Nights/English/ID%23-61784
126,126,{W/B}{W/B}: Resolute Rider gains lifelink until end of turn. {W/B}{W/B}{W/B}: Resolute Rider gains indestructible until end of turn. (Damage and effects that say “destroy” don’t destroy it.)   “Respect the wilds? Certainly. Fear them? No.”,w/bw/bw/bw/b,Resolute Rider,$0.10,Uncommon,Creature—HumanKnight,https://scryfall.com/card/eld/214/resolute-rider
127,127,"Flying
Flying",2u,Arctic Aven,$0.25,Uncommon,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/404507
128,128,": Add either  or  to your mana pool.
Counts as both islands and plains and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Tundra,$473.75,Rare,Land - Plains Island,https://abugames.com/magic-the-gathering/singles/product-detail/Tundra/Revised/English/ID%23-s37099
129,129,3RGW T: Look at the top five cards of your library. You may put a creature card with power 5 or greater from among them onto the battlefield. Put the rest on the bottom of your library in any order.,rgw,Oversized - Mayael the Anima,$0.01/$0.01,Mythic,Legendary Creature - Elf Shaman,https://www.capefeargames.com/buylist/magic_singles-commander_sets-commander_2013/oversized__mayael_the_anima/104086
130,130,"Rats you control have menace. {1}{B}, {T}: Create a 1/1 black Rat creature token. {2}{B}{B}, {T}, Sacrifice three Rats: Gain control of target creature.",1b,Piper of the Swarm,$0.24,Rare,Creature—HumanWarlock,https://scryfall.com/card/eld/100/piper-of-the-swarm
131,131,"W, Tap: Tap target creature.
W, Tap: Tap target creature.",1w,Blinding Mage,$0.15,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/57186
132,132,T: Add three mana of any one color.,5,Gilded Lotus - Foil,$6.95,Rare,Artifact,https://www.capefeargames.com/catalog/magic_singles-dominaria/gilded_lotus__foil/530823
133,133,"Any creature in either player's graveyard comes into play on your side with -1 to its original power. If this enchantment is removed, or at end of game, target creature is returned to its owner's graveyard. Target creature may be killed as normal.
--This card has no flavor text --",1b,Animate Dead,$747.49,Uncommon,Enchantment - Aura,https://abugames.com/magic-the-gathering/singles/product-detail/Animate-Dead/Alpha/English/ID%23-83017
134,134,"Return all creatures to their owners' hands.
""Once I supply the breeze, you'll see your warriors for the smoke they truly are.""
—Alexi, zephyr mage",3uu,Evacuation - FOIL,$28.35,Rare,Instant,https://abugames.com/magic-the-gathering/singles/product-detail/Evacuation-%252D-FOIL/10th-Edition/English/ID%23-47668
135,135,Whenever a player plays a spell that player discards a card.,1bb,Oppression - Foil,,Rare,Enchantment,https://www.capefeargames.com/catalog/magic_singles-core_sets-7th_edition/oppression__foil/70640
136,136,Return up to three target artifacts and/or creatures to their owners' hands.You may cast a card with converted mana cost 4 or less from your hand without paying its mana cost.,3uu,Baral's Expertise,$0.01,,Sorcery,https://www.mtgotraders.com/store/AER_Barals_Expertise.html
137,137,"Whenever you discard a card, exile that card from your graveyard.2, Tap: Draw a card, then discard a card.4, Tap, Sacrifice Bag of Holding: Return all cards exiled with Bag of Holding to their owner's hand.",1,Bag of Holding,$0.02,,Artifact,https://www.mtgotraders.com/store/M20_Bag_of_Holding.html
138,138,"As Canker Abomination comes into play, choose an opponent. Canker Abomination comes into play with a -1/-1 counter on it for each creature that player controls.
Once the hideous disease takes hold, it spreads through both bark and mind.",2bgbg,Canker Abomination,$2.19,Uncommon,Creature - Treefolk Horror,https://abugames.com/magic-the-gathering/singles/product-detail/Canker-Abomination/Eventide/English/ID%23-m16755
139,139,Creatures you control have haste. (They may attack and {T} the turn they come under your control.) Sacrifice Fires of Yavimaya: Target creature gets +2/+2 until end of turn.,,Fires of Yavimaya - Invasion Magic the Gathering Single,$0.25, Uncommon,Enchantment,https://www.wizardscupboard.com/fires-yavimaya-p-4473.html
